"item_name","description","item_quantity","station_name","receiving_date","receiving_time"
"EARBUDS, WINDCHEATER","","","VIDHAN SABHA","18/03/2022","21:10:00"
"EARBUDS","","","AIRPORT (T-3)","18/03/2022","21:14:00"
"POLY BAG","TOPS UMBRELLA","","RAJIV CHOWK","18/03/2022","00:40:00"
"EARBUDS","","","NEW DELHI (Yellow & Airport Line)","17/03/2022","10:50:00"
"WATCH","","","RAJIV CHOWK","17/03/2022","09:30:00"
"CASH","","","SIKANDERPUR","17/03/2022","22:00:00"
"BAG","CLOTHS","","KASHMERE GATE","17/03/2022","11:00:00"
"POLY BAG","FABRIC PIECES","","ROHINI WEST","17/03/2022","20:15:00"
"MEEDICINES","","","CHHATARPUR","17/03/2022","07:00:00"
"BAG","CHEQUE BOOK CLOTHS CUP CALCULATOR UMBRELLA","","R.K.PURAM","17/03/2022","20:00:00"
"HELMET","","","VAISHALI","17/03/2022","16:00:00"
"SHOES","","","MAUJPUR-BABARPUR","17/03/2022","00:15:00"
"BAH","CLOTHS KANGAN CASH","","VAISHALI","17/03/2022","15:00:00"
"JUTE BAG","LUNCH BOX","","KASHMERE GATE","17/03/2022","12:35:00"
"LADIES CLOTHES","","1","NEW DELHI (Yellow & Airport Line)","17/03/2022","19:45:00"
"WATCH","","","VINOBAPURI","17/03/2022","10:35:00"
"NECK BAND","","","DWARKA SECTOR - 21","17/03/2022","16:50:00"
"VOTER ID PAN CARD AADHAR OF Md IRSHAD","","","DWARKA SECTOR - 8","16/03/2022","14:20:00"
"METRO CARD","","","DWARKA SECTOR - 8","16/03/2022","10:30:00"
"SACK","BLANKET SWEATER JACKET","","SAMAYPUR BADLI","16/03/2022","17:25:00"
"IRON ELEMENT","","","SHASTRI PARK","16/03/2022","13:20:00"
"JUTE BAG","CLOTHS BOTTLE LUNCH BOX  SOCKS","","NEW DELHI (Yellow & Airport Line)","16/03/2022","13:30:00"
"CASH","","","RAJIV CHOWK","16/03/2022","09:05:00"
"BOTTLE","","","TIS HAZARI","16/03/2022","20:35:00"
"ANKLET","","","KASHMERE GATE","16/03/2022","18:00:00"
"POLY BAG","SAREE","","CHHATARPUR","16/03/2022","21:40:00"
"BAG","MP3 PLAYER WATCHES CLOCK MACHINES","","CHANDNI CHOWK","16/03/2022","21:30:00"
"CASH","","","KALKAJI MANDIR","16/03/2022","22:45:00"
"BAG","CLOTHS HAIR DRYER BELT","","DWARKA","16/03/2022","22:10:00"
"SHOES","","","LAJPAT NAGAR","16/03/2022","20:40:00"
"BANK CHEQUE","","","BARAKHAMBA ROAD","16/03/2022","13:42:00"
"RING","","","BARAKHAMBA ROAD","16/03/2022","21:50:00"
"JUTE BAG","LUNCH BOX BOTTLE","","KASHMERE GATE","16/03/2022","19:50:00"
"BASIC MOBILE","","","KOHAT ENCLAVE","16/03/2022","21:00:00"
"BAG","CLOTHS VOTER ID PAN CARD AADHAR OF VIKKI SHARMA","","NOIDA ELECTRONIC CITY","16/03/2022","08:50:00"
"BAG","CLOTHS CHARGER DATA CABLE","","NOIDA ELECTRONIC CITY","16/03/2022","13:30:00"
"BAG","CLOTHS","","IFFCO CHOWK","16/03/2022","21:30:00"
"BAG","BOTTLE,EARPHONE,ADHAR CARD(KULDEEP),PRASAD PACKETS","1","MAJLIS PARK","15/03/2022","22:15:00"
"CASH","","","PANCHSHEEL PARK","15/03/2022","20:19:00"
"WATCH","","","MILLENNIUM CITY CENTRE GURUGRAM","15/03/2022","10:30:00"
"BANK CARD OF VINO","","","MAYUR VIHAR POCKET-1","15/03/2022","12:55:00"
"AADHAR OF KRITI KHANDURI & CASH","","","HAIDERPUR BADLI MOR","15/03/2022","20:58:00"
"COAT","","","SHIVAJI STADIUM","15/03/2022","10:15:00"
"KNIFE","","","JHILMIL","15/03/2022","10:35:00"
"ATM CARD OF ARYAN MALHOTRA","","","SECTOR - 62 NOIDA","15/03/2022","19:00:00"
"CASH","","","INDERLOK","15/03/2022","19:00:00"
"BAG","PAN AADHAR CLOTHS OF NEERAJ KUMAR","","KASHMERE GATE","15/03/2022","22:40:00"
"BAG","PAN CARD BANK CARD WATCH CHARGER SLIPPERS CLOTHS OF VISHAL KUMAR","","KASHMERE GATE","15/03/2022","22:50:00"
"POLY BAG","AADHAR PHOTO COPY OF DOCUMENTS OF CHANDU YADAV","","DWARKA SECTOR - 8","15/03/2022","11:15:00"
"BAG","BOTTLE LUNCH BOX HEADPHONE NECK BAND CLOTH","","UTTAM NAGAR WEST","15/03/2022","11:15:00"
"CLUTCH,GAJRA","","","DWARKA SECTOR - 10","15/03/2022","23:50:00"
"DISC","","","KASHMERE GATE","15/03/2022","21:40:00"
"DRAFTER, HELMET","","","OKHLA BIRD SANCTUARY","15/03/2022","20:50:00"
"LUNCH BOX","","","LAJPAT NAGAR","15/03/2022","21:00:00"
"HAND BAG","","","LAXMI NAGAR","15/03/2022","21:15:00"
"RING","","","BARAKHAMBA ROAD","15/03/2022","18:40:00"
"BAG WITH GLOVES, , EARPHONE ,SCREW PACKET","","2","CHAWRI BAZAR","15/03/2022","21:30:00"
"BAG","CHARGER CLOTHS SHOES","","NOIDA ELECTRONIC CITY","14/03/2022","10:35:00"
"EARBUD","","","SECTOR - 61 NOIDA","14/03/2022","09:35:00"
"WATCH","","","SOUTH EXTENSION","14/03/2022","12:20:00"
"BOTTLE","","","GOVIND PURI","14/03/2022","20:00:00"
"PURSE","METRO CARD CASH","","ROHINI SECTOR - 18, 19","14/03/2022","10:40:00"
"NECK BAND","","","NEHRU ENCLAVE","14/03/2022","10:45:00"
"CASH","","","VASANT VIHAR","14/03/2022","20:40:00"
"LUNCH BOX","","","VASANT VIHAR","14/03/2022","20:40:00"
"KIDS SANDAL","","","KARKARDUMA","14/03/2022","16:00:00"
"BAG","CLOTHS BANK PASS BOOK","","KARKARDUMA","14/03/2022","15:50:00"
"MEDICINE","","","DWARKA SECTOR - 9","14/03/2022","15:30:00"
"MEDICAL REPORT OF SHIV KUMAR SAHNI","","","DWARKA SECTOR - 8","14/03/2022","09:30:00"
"BAG","DOCUMENTS LUNCH BOX","","DWARKA MOR","14/03/2022","21:00:00"
"BOTTLE","","","DWARKA SECTOR - 21","14/03/2022","12:50:00"
"LUNCH BOX","","","KASHMERE GATE","14/03/2022","09:30:00"
"PASSBOOK & AADHAR OF ASHOK ,RITIKA","","","KASHMERE GATE","14/03/2022","12:20:00"
"SPEAKER","","","MAJOR MOHIT SHARMA RAJENDRA NAGAR","14/03/2022","23:55:00"
"HELMET","","","MILLENNIUM CITY CENTRE GURUGRAM","14/03/2022","20:45:00"
"PURSE","BANK CARDS PAN CARD AADHAR METRO CARD RC OF KOMAL BHARTI","","MILLENNIUM CITY CENTRE GURUGRAM","14/03/2022","20:45:00"
"BAG","CHARGER,BELT,CLOTHES AND ID OF MATTA NAMAN","","SARAI KALE KHAN - NIZAMUDDIN","14/03/2022","21:30:00"
"POLYBAG","MEDICINES","","PATEL CHOWK","14/03/2022","21:00:00"
"PLASTIC BASKETS","","","CIVIL LINES","14/03/2022","20:15:00"
"BAG WITH ATM ,COSMETICS & AADHAR OF MADAN","","","CHHATARPUR","14/03/2022","20:35:00"
"EARBUDS","","","RAJOURI GARDEN","14/03/2022","17:00:00"
"CASH","","","VISHWAVIDYALAYA","14/03/2022","14:45:00"
"BANK CARD OF VIKRAM SINGH","","","NEW DELHI (Yellow & Airport Line)","14/03/2022","15:30:00"
"BAG","TOOLS RPOES THREADS","","DWARKA SECTOR - 10","14/03/2022","12:45:00"
"PURSE","BANK CARD OF MD YUSUF","","KASHMERE GATE","14/03/2022","19:00:00"
"MOBILE PHONE","","1","NEW DELHI (Yellow & Airport Line)","13/03/2022","12:50:00"
"CLOCK","","1","TIS HAZARI","13/03/2022","19:26:00"
"CASH","","","NANGLOI","13/03/2022","21:40:00"
"BOTTLE","","1","PEERAGARHI","13/03/2022","17:30:00"
"FLUTE","","1","MANDI HOUSE","13/03/2022","18:00:00"
"CLOTHES","","6","DWARKA SECTOR - 21","13/03/2022","00:10:00"
"CLOTHES","","07","DWARKA SECTOR - 21","13/03/2022","13:20:00"
"CASH","","","NEW DELHI (Yellow & Airport Line)","13/03/2022","15:30:00"
"BEAUTY PRODUCT","","3","PASCHIM VIHAR EAST","13/03/2022","09:35:00"
"BAG","CASH,METRO CARD,BANK CARDS,ID'S OF WALUL ALMIN MOLLA","1","NOIDA ELECTRONIC CITY","13/03/2022","18:00:00"
"BAG","SLIPPER, CLOTHES","1","VAISHALI","13/03/2022","14:26:00"
"TOYS","","","LAJPAT NAGAR","13/03/2022","12:17:00"
"TOY","","1","KASHMERE GATE","13/03/2022","14:54:00"
"CLOTHES, CHARGER","","1","KASHMERE GATE","13/03/2022","12:00:00"
"GUITAR","","1","KASHMERE GATE","13/03/2022","17:00:00"
"ORNAMENT","","1","NEELAM CHOWK AJRONDA","13/03/2022","12:25:00"
"FROCK","","","CHANDNI CHOWK","13/03/2022","21:30:00"
"SANDAL","","","CHANDNI CHOWK","13/03/2022","21:30:00"
"SHOES","","","CHANDNI CHOWK","13/03/2022","21:30:00"
"WATCH","","","M.G. ROAD","13/03/2022","14:10:00"
"POLY BAG","CHARGER EARPHONE SOCKS T SHIRT","","RAJIV CHOWK","13/03/2022","21:50:00"
"POLY BAG","DUPATTA","","RAJIV CHOWK","13/03/2022","21:50:00"
"HELMET","","","BATA CHOWK","13/03/2022","20:50:00"
"SHIRT","","","SHIVAJI STADIUM","13/03/2022","18:00:00"
"TOWEL","","","LAL QUILA","13/03/2022","20:40:00"
"CARD HOLDER","AADHAR BANK CARD METRO CARD DL DTU CARD CASH OF AKAASH NIDHISS","","SAMAYPUR BADLI","13/03/2022","13:10:00"
"CHAIN","","","DWARKA MOR","13/03/2022","11:40:00"
"PURSE WITH CASH","","1","SHAHDARA","13/03/2022","09:15:00"
"BOTTLE","","1","SHAHDARA","13/03/2022","10:58:00"
"SHAWL","","1","SHAHDARA","13/03/2022","10:30:00"
"CUP SET","","","CHANDNI CHOWK","12/03/2022","21:30:00"
"DHOOP BATTI PACKET, KESHAR CHANDAN TILAK","","21:30","CHANDNI CHOWK","12/03/2022","21:30:00"
"KNIFE SET","","","GURU TEG BAHADUR NAGAR","12/03/2022","21:25:00"
"WALLET","BANK CARD, ADHAR,PAN CARD(SUMIT KUMAR)","1","YAMUNA BANK","12/03/2022","18:15:00"
"PURSE","PAN CARD(PRIYANKA ), METRO CARD, CASH","1","IIT","12/03/2022","19:30:00"
"CASH","","1","BOTANICAL GARDEN","12/03/2022","07:50:00"
"EARBUDS","","1","BOTANICAL GARDEN","12/03/2022","12:30:00"
"LED LIGHTS","","","CHANDNI CHOWK","12/03/2022","21:30:00"
"CASH","","","VISHWAVIDYALAYA","12/03/2022","14:40:00"
"PURSE","VOTER ID BANK CARDS PAN CARD METRO CARD CASH OF SURAJ PANDEY","","NEW DELHI (Yellow & Airport Line)","12/03/2022","12:10:00"
"BLANKET","","","RAJIV CHOWK","12/03/2022","00:45:00"
"BOTTLE","","","KASHMERE GATE","12/03/2022","20:50:00"
"JACKET","","","KASHMERE GATE","12/03/2022","20:55:00"
"CASH","","","KASHMERE GATE","12/03/2022","16:50:00"
"BAG","CLOTHS ,BRUSH ID OF AJAY SINGH","","PATEL CHOWK","12/03/2022","12:30:00"
"T SHIRT SHORTS","","","JLN STADIUM","12/03/2022","00:50:00"
"EARBUDS CASE","","","PATEL CHOWK","12/03/2022","10:30:00"
"CASH","","","DWARKA MOR","12/03/2022","06:30:00"
"PAYAL","","","DWARKA MOR","12/03/2022","15:50:00"
"WATCH,DATA CABLE, RING","","","SHAHEED STHAL ( NEW BUS ADDA)","11/03/2022","11:30:00"
"CLOTH","","1","LAJPAT NAGAR","11/03/2022","21:12:00"
"PURSE","METRO CARD CASH","","JANAKPURI WEST","11/03/2022","15:45:00"
"CASH","","","CHIRAG DELHI","11/03/2022","10:55:00"
"LUNCH BOX","","","KIRTI NAGAR","11/03/2022","07:25:00"
"SHEET HOLDER","","","KIRTI NAGAR","11/03/2022","16:40:00"
"SHOES","","","PULBANGASH","11/03/2022","20:30:00"
"LUNCH BOX","","","PULBANGASH","11/03/2022","20:30:00"
"SLEEPING BAG","","","NEW DELHI (Yellow & Airport Line)","11/03/2022","15:20:00"
"POLY BAG","BLAZER T SHIRT LOWER","","VISHWAVIDYALAYA","11/03/2022","20:50:00"
"BOTTLE","","","VISHWAVIDYALAYA","11/03/2022","20:50:00"
"BOTTLE","","","CHANDNI CHOWK","11/03/2022","21:45:00"
"BAG","LUNCH BOX","","LAL QUILA","11/03/2022","21:40:00"
"BAG EMPTY","","","LAL QUILA","11/03/2022","21:40:00"
"LUNCH BOX","","","RAJIV CHOWK","11/03/2022","19:00:00"
"POT WITH STONE","","","SAMAYPUR BADLI","11/03/2022","18:30:00"
"BOTTLE","","","SAMAYPUR BADLI","11/03/2022","14:05:00"
"CHEQUE","","","LOK KALYAN MARG","11/03/2022","12:10:00"
"BAG","PANT","","MANSAROVAR PARK","11/03/2022","06:00:00"
"LUNCH BOX","","","GURU DRONACHARYA","11/03/2022","20:30:00"
"MOUSE ,CABLE","","","GURU DRONACHARYA","11/03/2022","20:30:00"
"PURSE","AADHAR BANK CARD DL VOTER ID OF PUNIT KUMAR","","SEELAMPUR","11/03/2022","12:15:00"
"purse","AADHAR DL BANK CARD OF PARMOD","","SEELAMPUR","11/03/2022","17:55:00"
"LUNCH BOX","","","KASHMERE GATE","11/03/2022","10:00:00"
"EARBUDS","","","MAUJPUR-BABARPUR","11/03/2022","13:25:00"
"ANKLET","","","AIRPORT (T-3)","11/03/2022","11:15:00"
"BAG","JEANS MOBILE","","CHANDNI CHOWK","11/03/2022","22:00:00"
"EARBUDS","","","LAJPAT NAGAR","11/03/2022","21:10:00"
"CARRY BAG","","6","LAJPAT NAGAR","10/03/2022","20:18:00"
"BAG","","1","NEW DELHI (Yellow & Airport Line)","10/03/2022","21:00:00"
"BOOK","","","NEW DELHI (Yellow & Airport Line)","10/03/2022","11:55:00"
"MOBILE","","","NOIDA SECTOR-16","10/03/2022","18:50:00"
"BOTTLE","","","LAJPAT NAGAR","10/03/2022","12:45:00"
"EARBUDS","","","MAUJPUR-BABARPUR","10/03/2022","13:20:00"
"BAG","PANT SOCKS LUNCH BOX","","MAUJPUR-BABARPUR","10/03/2022","13:20:00"
"SUITS PIECES ,MASK","","","ADARSH NAGAR","10/03/2022","07:00:00"
"BAG","PANT LUNCH BOX SOCKS","","JAHANGIRPURI","10/03/2022","06:00:00"
"BAG","CLOTHS NOTE BOOK","","JANAKPURI WEST","10/03/2022","18:30:00"
"FAN","","","DWARKA SECTOR - 12","10/03/2022","15:40:00"
"MOBILE","","","KASHMERE GATE","10/03/2022","03:10:00"
"POLY","NAPKINS","","KIRTI NAGAR","10/03/2022","15:40:00"
"BAG EMPTY","","","SHASTRI PARK","10/03/2022","16:45:00"
"CAS","","","KESHAV PURAM","10/03/2022","19:32:00"
"TROLLEY BAG","CLOTHS BOOKS","","SARAI KALE KHAN - NIZAMUDDIN","10/03/2022","19:35:00"
"BOTTLE","","","SIKANDERPUR","10/03/2022","18:20:00"
"POLY BAG","T SHIRT","","KAROL BAGH","09/03/2022","23:50:00"
"CASH","CASH","","ASHOK PARK MAIN","09/03/2022","12:30:00"
"DOOR HANDLE","DOOR HANDLE","2","KASHMERE GATE","09/03/2022","10:15:00"
"LUNCH BOX","LUNCH BOX","1","KASHMERE GATE","09/03/2022","21:36:00"
"WALLET","ADHAR CARD(ANAJALI),BANK CARDS,VOTER CARD","1","KASHMERE GATE","09/03/2022","21:40:00"
"SHOW PIECE","ONE SMALL SHOW PIECE","1","CHANDNI CHOWK","09/03/2022","14:50:00"
"CLOTHES","6 CLOTHES","","MAUJPUR-BABARPUR","09/03/2022","08:10:00"
"CASH","CASH","","KALKAJI MANDIR","09/03/2022","14:30:00"
"WALLET","METRO CARD,BANK CARDS(PULKIT)","","JLN STADIUM","09/03/2022","11:32:00"
"CLOTHE","LADIES KURTI","1","RAJIV CHOWK","09/03/2022","08:52:00"
"CASH","CASH","","TERMINAL 1-IGI AIRPORT","09/03/2022","19:30:00"
"WRIST WATCH","WRISTWATCH","1","JAHANGIRPURI","09/03/2022","11:00:00"
"CASH","CASH","1","BARAKHAMBA ROAD","09/03/2022","11:00:00"
"LAMP COVER","","","CHANDNI CHOWK","09/03/2022","21:00:00"
"MRI OF AASHISH","","","EAST AZAD NAGAR","09/03/2022","17:00:00"
"FOOT WEAR","","","VISHWAVIDYALAYA","09/03/2022","12:34:00"
"PURSE","AADHAR PAN CARD METRO CARD BANK CARD CASH OF AJAY","","NOIDA CITY CENTRE","09/03/2022","10:30:00"
"COAT PANT  SHIRT ,KID CLOTH","","","KASHMERE GATE","09/03/2022","20:00:00"
"BOTTLE ,SUN GLASS","","","GURU TEG BAHADUR NAGAR","09/03/2022","18:30:00"
"CASH","","1","JOHRI ENCLAVE","08/03/2022","10:00:00"
"EARBUD","EARBUD","1","KARKARDUMA","08/03/2022","09:55:00"
"WAIST BAG","WATCH AND COSMETIC","1","JASOLA-APOLLO","08/03/2022","09:45:00"
"POLY BAG","POLYBAG WITH LADIES SUIT","1","LAL QUILA","08/03/2022","21:30:00"
"CASH","CASH","1","GREATER KAILASH","08/03/2022","23:15:00"
"EARBUD","EARBUD","1","MUNIRKA","08/03/2022","18:00:00"
"POUCH","POUCH WITH CASH","","RAJIV CHOWK","08/03/2022","16:30:00"
"WATCH","WATCH","","NOIDA ELECTRONIC CITY","08/03/2022","11:00:00"
"CASH","CASH","","AIRPORT (T-3)","08/03/2022","16:28:00"
"BAG","BAG WITH LUNCH BOX","","MAUJPUR-BABARPUR","08/03/2022","21:15:00"
"CAMERA","CAMERA","","NEW DELHI (Yellow & Airport Line)","08/03/2022","18:40:00"
"BAG","BAG WITH SCHOOL UNIFORM","","SHAHDARA","08/03/2022","10:30:00"
"BOOKS ,BANK CARD,HIGH SCHOOL MARKSHEET(SAURABH),","BOOKS ,BANK CARD,HIGH SCHOOL MARKSHEET(SAURABH),","","CHAWRI BAZAR","08/03/2022","13:00:00"
"BLACK BAG","BOOKS , MOBILE CHARGER, BELT","","GHITORNI","08/03/2022","21:40:00"
"CARRY BAG","LUNCH BOX","1","KASHMERE GATE","08/03/2022","18:35:00"
"BLUETOOTH EARPHONE","BLUETOOTH EARPHONE","1","JAMA MASJID","08/03/2022","21:36:00"
"CLOTHES","CLOTHES","5","SAROJINI NAGAR","08/03/2022","12:07:00"
"BOTTLE","DRINKING","1","ROHINI SECTOR - 18, 19","08/03/2022","21:00:00"
"BANK CARD","BANK CARD","1","LAJPAT NAGAR","08/03/2022","20:51:00"
"SLING BAG","POWER BANK CHARGER NECK BAND OF TANISKH","","SOUTH EXTENSION","08/03/2022","23:50:00"
"BAG","BAG HAVING CLOTHES, SLIPPERS, BELT, BOTTLE.","","BATA CHOWK","07/03/2022","00:30:00"
"CASH","","","MOHAN NAGAR","07/03/2022","20:30:00"
"MOBILE","","","INDERLOK","07/03/2022","16:40:00"
"CASH","","","NOIDA SECTOR-16","07/03/2022","12:00:00"
"CASH","","","KANHAIYA NAGAR","07/03/2022","17:50:00"
"watch","","1","LAL QUILA","07/03/2022","21:00:00"
"cash","cash","1","NEW DELHI (Yellow & Airport Line)","07/03/2022","12:30:00"
"BAG","BAG WITH CHARGER & EARPHONE DOCUMENTS OF BIRJU SINGH","1","AIRPORT (T-3)","07/03/2022","13:30:00"
"WALLET","DOCUMENTS OF KARTIK","1","AIRPORT (T-3)","07/03/2022","14:00:00"
"EARBUD","EARBUD","1","KASHMERE GATE","07/03/2022","16:00:00"
"WATCH","WATCH","1","ARTHALA","07/03/2022","12:30:00"
"PURSE","PURSE WITH ORNAMENT","1","RAJIV CHOWK","07/03/2022","08:10:00"
"EARPHONE","EARPHONE","1","JAFRABAD","07/03/2022","12:45:00"
"BOOK BELT","BOOK AND BELT","1","RAJIV CHOWK","07/03/2022","08:10:00"
"CLOTHE","CLOTHE","1","RAJIV CHOWK","07/03/2022","08:10:00"
"MOBILE","MOBILE","1","CHHATARPUR","07/03/2022","12:40:00"
"BOOK","BOOK","1","KARKARDUMA","07/03/2022","19:26:00"
"CASH","CASH","1","MUNIRKA","07/03/2022","21:00:00"
"LUNCH BAG","LUNCH BAG","","AIRPORT (T-3)","07/03/2022","11:00:00"
"GIFT CARD WITH TOWEL","","","PULBANGASH","07/03/2022","20:00:00"
"BAG","BAG WITH CAP SANDALS TOWEL","","SAMAYPUR BADLI","07/03/2022","21:00:00"
"FLASK","VACCUM FLASK","1","GOVIND PURI","07/03/2022","20:50:00"
"CASH","","","SAMAYPUR BADLI","06/03/2022","11:30:00"
"MOBILE","","","LAXMI NAGAR","06/03/2022","18:50:00"
"BAG","BAG HAVING CLOTHES","","NOIDA ELECTRONIC CITY","06/03/2022","18:00:00"
"CASH","","","AIRPORT (T-3)","06/03/2022","15:20:00"
"SLEEPING BAG","","","AIRPORT (T-3)","06/03/2022","21:15:00"
"LUNCH BAG","LUNCH BAG HAVING LUNCH BOX","","AIRPORT (T-3)","06/03/2022","21:15:00"
"SIPPER,LOWER","","","LAL QUILA","06/03/2022","07:20:00"
"BAG","CLOTHS MOBILE PURSE AADHAR CARD OF HARIOM NISHAD","","KASHMERE GATE","06/03/2022","16:20:00"
"SHOES","","","KASHMERE GATE","06/03/2022","16:20:00"
"SHOES","","","BOTANICAL GARDEN","06/03/2022","17:00:00"
"WATCH","","","SAKET","06/03/2022","17:30:00"
"HANDBAG","HANDBAG","1","LAJPAT NAGAR","06/03/2022","21:30:00"
"METRO CARD ADHAR","METRO CARD ADHAR DEBIT CARD OF AVIRAL SATIJA","1","MILLENNIUM CITY CENTRE GURUGRAM","06/03/2022","13:10:00"
"DRAFTER","","1","OLD FARIDABAD","06/03/2022","11:30:00"
"BAG","BAG WITH BLANKET AND DOCUMENTS OF MATAADEEN","1","BADKAL MOR","06/03/2022","14:00:00"
"CASH","CASH","1","UTTAM NAGAR WEST","06/03/2022","20:44:00"
"CASH","","","VISHWAVIDYALAYA","05/03/2022","20:30:00"
"DOCUMENT OF MANISH","","","KASHMERE GATE","05/03/2022","08:20:00"
"WALLET","WAKKET HAVING DOCUMENT OF MT. MATLOOB","","WELCOME","05/03/2022","09:20:00"
"NOTE BOOK OF ANSHIKA","","","SHAHDARA","05/03/2022","16:50:00"
"ornaments","","","PALAM","05/03/2022","12:40:00"
"bottle","","","KARKARDUMA","05/03/2022","14:35:00"
"CASH","","","RAMAKRISHNA ASHRAM MARG","05/03/2022","19:20:00"
"METRO CARD","","","KARKARDUMA COURT","05/03/2022","18:45:00"
"BAG","BAG HAVING CLOTHES, BOOKS, HEADPHONE, HYPER DRIVE, LAUNCH CONTROL, CHARGER, SUNGLASSES, PASSPORT OF FERNANDES ZELMES SAVIO","","AIRPORT (T-3)","05/03/2022","23:52:00"
"CASH","","","AIRPORT (T-3)","05/03/2022","21:52:00"
"PILLOW COVERS","","","RAJIV CHOWK","05/03/2022","21:35:00"
"PURSE","CASH METRO CARD","","CENTRAL SECRETARIAT","05/03/2022","17:00:00"
"CAYY BAG","HAIR DRYER SLEEPERS","","MUNIRKA","05/03/2022","20:40:00"
"POLY BAG","TOWELS","","RITHALA","05/03/2022","21:10:00"
"WALLET","WALLET WITH DOCUMENTS OF JITENDER VERMA","1","RAJIV CHOWK","05/03/2022","14:18:00"
"BOTTLE","","","LAL QUILA","04/03/2022","22:30:00"
"WALLET","WALLET HAVING CASH, METRO CARD, DOCUMENT OF RAJNEESH VERMA","","RAJIV CHOWK","04/03/2022","16:55:00"
"CASH","","","SHIVAJI STADIUM","04/03/2022","16:15:00"
"BAG","BAG HAVING WATCH AND BAG","","KASHMERE GATE","04/03/2022","20:20:00"
"POLY BAG","SHOES, SANDALS","","SAROJINI NAGAR","04/03/2022","08:00:00"
"BOTTLE","","","M.G. ROAD","04/03/2022","21:33:00"
"MINI BAG","MINI BAG HAVING WALLET HAVING CASH, GOGGLE, DOCUMENT OF SUNDAR SINGH.","","CHANDNI CHOWK","04/03/2022","21:22:00"
"CAP","","","SAMAYPUR BADLI","04/03/2022","19:30:00"
"METRO CARD","","","RAJ BAGH","04/03/2022","12:45:00"
"BAG","bottle medicine cloths","","NEW DELHI (Yellow & Airport Line)","04/03/2022","12:00:00"
"cash","","","JLN STADIUM","04/03/2022","15:00:00"
"METRO CARD","","","NEW DELHI (Yellow & Airport Line)","04/03/2022","21:15:00"
"CASH","","","DWARKA SECTOR - 12","04/03/2022","19:30:00"
"LUNCH BOX","","","TERMINAL 1-IGI AIRPORT","04/03/2022","19:40:00"
"ORNAMENT","","","VAISHALI","03/03/2022","21:20:00"
"POLYBAG","SHOES, SLIPPERS","","SHAHDARA","03/03/2022","10:00:00"
"CASH","","","SHAHDARA","03/03/2022","10:00:00"
"DIARY","","","INDERLOK","03/03/2022","07:30:00"
"BLAZER COVER","BLAZER","","DWARKA SECTOR - 8","03/03/2022","15:15:00"
"BAG","BAG HAVING CLOTHES.","","DWARKA SECTOR - 8","03/03/2022","14:00:00"
"BAG","BAG HAVING CLOTHES AND ID OF KRISHNA SINGH","","DWARKA SECTOR - 8","03/03/2022","17:50:00"
"BOTTLE","","","LAJPAT NAGAR","03/03/2022","21:40:00"
"POLY BAG","POLYBAG HAVING CLOTHES","","SIR M. VISHWESHWARAIAH MOTI BAGH","03/03/2022","22:38:00"
"PURSE","PURSE HAVING METRO CARD, CASH, KEYS, BANK DOCUMENT OF TANMAY MAHAJAN","","SHALIMAR BAGH","03/03/2022","07:20:00"
"CARRY BAG","SHOES, BLANKET","","SAMAYPUR BADLI","03/03/2022","18:30:00"
"CASH","","","SAMAYPUR BADLI","03/03/2022","11:30:00"
"PASSPORT","PASSPORT OF ANIL KUMAR","","AIRPORT (T-3)","03/03/2022","13:45:00"
"JACKET","","","AIRPORT (T-3)","03/03/2022","09:44:00"
"CASH","","","AIRPORT (T-3)","03/03/2022","21:50:00"
"MOBILE COVER","DOCUMENT OF KALPANA SONI","","RAMESH NAGAR","03/03/2022","16:06:00"
"WALLET","","","SADAR BAZAR CANTONMENT","03/03/2022","10:30:00"
"WATCH","","","UTTAM NAGAR EAST","03/03/2022","10:30:00"
"LUNCH BOX","","","VIDHAN SABHA","03/03/2022","20:00:00"
"PARDA ACCESSORIES","","","CHAWRI BAZAR","03/03/2022","20:55:00"
"BOTTLE","","","M.G. ROAD","03/03/2022","21:34:00"
"BAG","CLOTHS UTENSIL INDUCTION","","CENTRAL SECRETARIAT","03/03/2022","22:00:00"
"BAG","TTLE CHARGER PAN CARD DL BANK CARDS CASH CLOTHS OF JINESH N","","CENTRAL SECRETARIAT","03/03/2022","22:00:00"
"HAND BAG","","","JAMA MASJID","03/03/2022","20:40:00"
"cash","","","GURU TEG BAHADUR NAGAR","03/03/2022","19:10:00"
"earbud case","","","GURU TEG BAHADUR NAGAR","03/03/2022","21:00:00"
"BAG","RING KEY RING DEODRANT BOTTLE LUNCH BOX","","PATEL CHOWK","03/03/2022","20:50:00"
"PURSE","BANK CARDS CASH OF VIJAY SINGH","","PATEL NAGAR","03/03/2022","22:00:00"
"METRO CARD","","","AIRPORT (T-3)","02/03/2022","13:45:00"
"POLY BAG","POLYBAG HAVING SANDALS, SHOES, CLOTHES","","JAMA MASJID","02/03/2022","00:23:00"
"BOTTLE","","","SIKANDERPUR","02/03/2022","20:30:00"
"WATCH","","","NEW DELHI (Yellow & Airport Line)","02/03/2022","12:49:00"
"CLOTHES","","","NEW DELHI (Yellow & Airport Line)","02/03/2022","21:15:00"
"HELMET","","","SAMAYPUR BADLI","02/03/2022","08:46:00"
"CLOTHES","","","RAJIV CHOWK","02/03/2022","09:30:00"
